3226681;Конструктор LEGO City Great Vehicles Транспортировщик скоростных катеров 60254;2499 RUB;МСК, СПБ;1519 RUB;https://www.detmir.ru/product/index/id/3226681/
3144136;Конструктор LEGO Minecraft Последняя битва 21151;1799 RUB;МСК, СПБ;1139 RUB;https://www.detmir.ru/product/index/id/3144136/
3226679;Конструктор LEGO City Great Vehicles Строительный бульдозер 60252;1499 RUB;МСК, СПБ;949 RUB;https://www.detmir.ru/product/index/id/3226679/
2496001;Конструктор LEGO Creator Грозный динозавр (31058);1399 RUB;МСК, СПБ;869 RUB;https://www.detmir.ru/product/index/id/2496001/
3405643;Конструктор LEGO Star Wars Истребитель типа Х Люка Скайуокера 75301;4699 RUB;МСК, СПБ;2959 RUB;https://www.detmir.ru/product/index/id/3405643/
3176040;Конструктор LEGO DUPLO Town Животные мира 10907;8999 RUB;МСК, СПБ;6389 RUB;https://www.detmir.ru/product/index/id/3176040/
3405605;Конструктор LEGO DC Super Heroes Капитан Америка Робот 76168;999 RUB;МСК, СПБ;639 RUB;https://www.detmir.ru/product/index/id/3405605/
3405633;Конструктор LEGO Harry Potter Учёба в Хогвартсе Урок зельеварения 76383;2799 RUB;МСК, СПБ;2599 RUB;https://www.detmir.ru/product/index/id/3405633/
3596836;Конструктор LEGO Dots Большой набор Летнее настроение 41937;2599 RUB;МСК, СПБ;1539 RUB;https://www.detmir.ru/product/index/id/3596836/
3396151;Конструктор LEGO Star Wars Малыш 75318;7499 RUB;МСК, СПБ;5699 RUB;https://www.detmir.ru/product/index/id/3396151/
3405593;Конструктор LEGO City Great Vehicles Транспортировка карта 60288;1499 RUB;МСК, СПБ;939 RUB;https://www.detmir.ru/product/index/id/3405593/
3244591;Конструктор LEGO Ninjago Дракон чародея-скелета 71721;7499 RUB;МСК, СПБ;4429 RUB;https://www.detmir.ru/product/index/id/3244591/
3597027;Конструктор LEGO Super Heroes Железный человек: схватка с Железным Торговцем 76190;3699 RUB;МСК, СПБ;2329 RUB;https://www.detmir.ru/product/index/id/3597027/
3226630;Конструктор LEGO Technic Шоу трюков на грузовиках и мотоциклах 42106;4699 RUB;МСК, СПБ;2809 RUB;https://www.detmir.ru/product/index/id/3226630/
3405584;Конструктор LEGO City Fire Команда пожарных 60282;4999 RUB;МСК, СПБ;3059 RUB;https://www.detmir.ru/product/index/id/3405584/
3596761;Конструктор LEGO DUPLO Town Самолет и аэропорт 10961;2499 RUB;МСК, СПБ;1499 RUB;https://www.detmir.ru/product/index/id/3596761/
3596969;Конструктор LEGO Super Mario Летучий корабль Боузера 71391;8999 RUB;МСК, СПБ;5489 RUB;https://www.detmir.ru/product/index/id/3596969/
3226632;Конструктор LEGO Technic Гоночный автомобиль Top Gear 42109;12499 RUB;МСК, СПБ;7399 RUB;https://www.detmir.ru/product/index/id/3226632/
3405532;Конструктор LEGO DUPLO Town Фермерский трактор сарай и животные 10952;6499 RUB;МСК, СПБ;3999 RUB;https://www.detmir.ru/product/index/id/3405532/
3226695;Конструктор LEGO City Nitro Wheels Тюнинг-мастерская 60258;8999 RUB;МСК, СПБ;5669 RUB;https://www.detmir.ru/product/index/id/3226695/
3233714;Конструктор LEGO DUPLO Большая строительная пластина 2304;1299 RUB;МСК, СПБ;869 RUB;https://www.detmir.ru/product/index/id/3233714/
3405555;Конструктор LEGO Friends Ветеринарная клиника Хартлейк-Сити 41446;3599 RUB;МСК, СПБ;2339 RUB;https://www.detmir.ru/product/index/id/3405555/
3405578;Конструктор LEGO My City Современный дом для семьи 60291;4499 RUB;МСК, СПБ;2789 RUB;https://www.detmir.ru/product/index/id/3405578/
3596758;Конструктор LEGO DUPLO My First Поезд с цифрами-учимся считать 10954;1499 RUB;МСК, СПБ;939 RUB;https://www.detmir.ru/product/index/id/3596758/
3244510;Конструктор LEGO Friends Штаб спасателей 41424;7499 RUB;МСК, СПБ;4649 RUB;https://www.detmir.ru/product/index/id/3244510/
3226750;Конструктор LEGO Speed Champions Lamborghini Urus ST-X Lamborghini Huracan Super Trofeo EVO 76899;5499 RUB;МСК, СПБ;3639 RUB;https://www.detmir.ru/product/index/id/3226750/
3405537;Конструктор LEGO Creator Кибердрон 31111;899 RUB;МСК, СПБ;609 RUB;https://www.detmir.ru/product/index/id/3405537/
3596771;Конструктор LEGO Creator Средневековый замок 31120;8999 RUB;МСК, СПБ;5679 RUB;https://www.detmir.ru/product/index/id/3596771/
3405654;Конструктор LEGO Technic Bugatti Chiron 42083;34899 RUB;МСК;23299 RUB;https://www.detmir.ru/product/index/id/3405654/
3244598;Конструктор LEGO Harry Potter Тисовая улица дом 4 75968;6499 RUB;МСК, СПБ;4219 RUB;https://www.detmir.ru/product/index/id/3244598/
3596782;Конструктор LEGO Friends Школа Хартлейк Сити 41682;6499 RUB;МСК, СПБ;3779 RUB;https://www.detmir.ru/product/index/id/3596782/
3244601;Конструктор LEGO Minecraft Битва за красную пыль 21163;4699 RUB;МСК, СПБ;3049 RUB;https://www.detmir.ru/product/index/id/3244601/
3244590;Конструктор LEGO Ninjago Каменный робот огня 71720;6499 RUB;МСК, СПБ;3969 RUB;https://www.detmir.ru/product/index/id/3244590/
3596785;Конструктор LEGO Friends Американские горки на Волшебной ярмарке 41685;8499 RUB;МСК, СПБ;5059 RUB;https://www.detmir.ru/product/index/id/3596785/
3244613;Конструктор LEGO Technic Бетономешалка 42112;9499 RUB;МСК, СПБ;5789 RUB;https://www.detmir.ru/product/index/id/3244613/
